,country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,suicides_no,population,rate,per100k,GPI
36,Brazil,2011,7.037816525,9.614010811,0.916252911,64.76000214,0.833655775,-0.08239139599999999,0.662166715,0.807466984,0.267524213,0.5028913620000001,0.190550372,0.063088119,9822.0,183656441.0,5.3480291497100285e-05,5.348029149710029,2.04
37,Brazil,2012,6.660003662,9.623767853,0.890314102,65.01999664,0.848606348,,0.622543156,0.754624903,0.349758685,0.45893567799999996,0.261933923,-0.035249505,10295.0,185591215.0,5.547137562518786e-05,5.5471375625187855,2.017
38,Brazil,2013,7.140282631,9.644256592,0.9104217290000001,65.27999878,0.784814954,-0.104778685,0.706954181,0.81766206,0.275667757,0.393331289,0.07943648099999999,-0.046088338,10513.0,187458852.0,5.608164078589364e-05,5.608164078589364,2.051
39,Brazil,2014,6.980998992999999,9.640450478,0.898316443,65.54000092,0.713814318,-0.12523615400000002,0.710303426,0.7882299420000001,0.273540527,0.355228692,0.200818866,-0.15146631,10631.0,189285554.0,5.6163821144005525e-05,5.616382114400553,2.073
40,Brazil,2015,6.546896935,9.595779419,0.9066931009999999,65.80000305,0.7989352940000001,-0.025475522999999996,0.7713390590000001,0.7551940079999999,0.32469910399999996,0.198534787,0.063678071,-0.230050266,11163.0,191087085.0,5.8418390756235564e-05,5.8418390756235565,2.122
41,Bulgaria,2011,3.875382423,9.659895897,0.860272288,65.80000305,0.663527906,-0.230002597,0.947978675,0.533738077,0.270931035,0.265244752,0.37591522899999996,0.080465563,763.0,7056527.0,0.00010812684483457655,10.812684483457655,1.845
42,Bulgaria,2012,4.222297192,9.665997505,0.837966621,65.90000153,0.641256452,-0.173897162,0.938208699,0.573091209,0.236632824,0.34292280700000005,0.39037478,0.098021008,872.0,6959652.0,0.00012529362100288923,12.529362100288923,1.699
43,Bulgaria,2013,3.993020535,9.680178642000001,0.829132318,66.0,0.60321337,-0.193329453,0.9620470999999999,0.622750044,0.278313011,0.17089231300000002,0.253990591,0.08163809,721.0,6920644.0,0.00010418105598265132,10.418105598265132,1.663
44,Bulgaria,2014,4.4384398460000005,9.699062347,0.885949194,66.09999847,0.575595915,-0.056858663,0.9546369309999999,0.627810121,0.235593721,0.140402734,0.222501963,0.08854121,724.0,6883874.0,0.00010517333699018896,10.517333699018895,1.6369999999999998
45,Canada,2011,7.426053523999999,10.63502026,0.921669245,72.36000061,0.9509252909999999,0.245647863,0.432991534,0.88138485,0.24772866100000002,0.553290546,1.228660107,1.795956492,3728.0,32615418.0,0.00011430176979488658,11.430176979488659,1.355
46,Canada,2012,7.415144444,10.64052105,0.9481283429999999,72.51999664,0.9179611209999999,0.28257176300000003,0.46560183200000005,0.8567036990000001,0.229332089,0.523448169,1.275260806,1.792761922,3926.0,32961196.0,0.00011910975560474201,11.910975560474201,1.317
47,Canada,2013,7.593793869,10.6534729,0.936239362,72.68000031,0.9160138959999999,0.308129936,0.406236142,0.8512969020000001,0.262850314,0.505976021,1.257454157,1.79271102,4054.0,33314836.0,0.00012168752684239538,12.168752684239537,1.306
48,Chile,2011,6.5263347629999995,9.925136566,0.819078863,69.04000092,0.700734138,0.1029673,0.7527555229999999,0.803743482,0.316876173,0.322867334,0.763231277,1.400258541,2027.0,15910783.0,0.0001273978785330678,12.739787853306778,1.71
49,Chile,2012,6.599128723,9.967881203,0.8552355770000001,69.18000031,0.7336109279999999,0.18632897699999998,0.7821174259999999,0.815391183,0.287592113,0.34326779799999996,0.7040236590000001,1.4441723819999999,1841.0,16075247.0,0.0001145239012501643,11.45239012501643,1.616
50,Chile,2013,6.74015379,9.998721123,0.862404704,69.31999969,0.7368873359999999,0.075803965,0.741154909,0.855062187,0.285453886,0.3072685,0.735013962,1.416341901,1738.0,16242244.0,0.00010700491877846435,10.700491877846435,1.589
51,Chile,2014,6.844238281,10.00763416,0.861552179,69.45999908,0.733326375,0.20803766,0.758497715,0.86981076,0.276103258,0.39953002299999996,0.751715839,1.39434886,1789.0,16406867.0,0.00010903970879997992,10.903970879997992,1.591
52,Chile,2015,6.532749653,10.022008900000001,0.827141881,69.59999847,0.76888144,0.03110862,0.811511338,0.8030247090000001,0.332746744,0.300492525,0.718928695,1.263902068,1838.0,16565725.0,0.00011095198067093351,11.095198067093351,1.5630000000000002
53,Colombia,2011,6.463952541,9.349796295,0.904147327,65.91999817,0.810907423,-0.077774651,0.847268522,0.831615269,0.28595885600000004,0.445631891,-0.672184885,-0.03662632,2044.0,42538305.0,4.805080973489658e-05,4.805080973489658,2.7
54,Colombia,2012,6.374879837000001,9.379259109,0.914372623,66.13999939,0.8278681040000001,-0.013808967,0.868371546,0.8459177609999999,0.293702394,0.35738286399999997,-0.7329008579999999,-0.07942368799999999,2119.0,43055864.0,4.921513130011745e-05,4.9215131300117445,2.625
55,Colombia,2013,6.606550694,9.417053223,0.9007778759999999,66.36000061,0.8411731720000001,-0.075136222,0.898202121,0.8505650159999999,0.27811393100000004,0.29270830800000003,-0.686625302,-0.084210403,2068.0,43546298.0,4.7489685575568326e-05,4.748968557556832,2.634
56,Colombia,2014,6.44878912,9.450613976,0.907402635,66.58000183,0.801191449,-0.094677046,0.886645734,0.84708029,0.278056443,0.298372507,-0.578955114,-0.06621252,2126.0,44021800.0,4.829425421041393e-05,4.829425421041393,2.701
57,Colombia,2015,6.387571812000001,9.471579552,0.8899000290000001,66.80000305,0.790897965,-0.104796246,0.8428993229999999,0.839294553,0.291769385,0.271786749,-0.532614708,-0.034292392000000005,2332.0,44490427.0,5.241577025098006e-05,5.241577025098006,2.72
58,Costa Rica,2011,7.228888512,9.502802849,0.89204818,69.90000153,0.9261057970000001,-0.029892457999999997,0.836583257,0.875645041,0.26922521,0.32253301100000004,0.781069398,0.47204279899999996,316.0,4235514.0,7.460723775201782e-05,7.460723775201782,1.681
59,Costa Rica,2012,7.272250175,9.538064002999999,0.902206898,70.09999847,0.92891407,0.048832808,0.794301391,0.8968852159999999,0.263027132,0.280074805,0.863311112,0.5524562,302.0,4290210.0,7.039282459366791e-05,7.039282459366791,1.659
60,Costa Rica,2013,7.158000469,9.549329757999999,0.9020692709999999,70.30000305,0.897879303,0.021019099,0.812863111,0.850212753,0.278147429,0.26219371,0.8782007690000001,0.560793877,311.0,4347229.0,7.153982456410739e-05,7.153982456410739,1.755
61,Costa Rica,2014,7.247086048,9.573064804,0.914211214,70.5,0.926707387,0.012461432,0.7880374790000001,0.83678627,0.28952890600000003,0.40445292,0.857882202,0.556848884,268.0,4403674.0,6.0858274250092084e-05,6.085827425009208,1.755
62,Croatia,2011,5.385372639,9.940322876,0.789738715,68.0,0.5169324279999999,-0.199542955,0.976777494,0.59750998,0.272979707,,0.572414756,0.34502971200000004,702.0,4189029.0,0.0001675806016143598,16.75806016143598,1.699
63,Croatia,2012,6.027634621,9.920677185,0.775817871,68.09999847,0.541909754,-0.244161829,0.923860013,0.6215745810000001,0.271040529,0.311118603,0.573861003,0.355111867,776.0,4054296.0,0.00019140191046731664,19.140191046731665,1.648
64,Croatia,2013,5.885462761,9.916960716,0.751262069,68.19999695,0.626699686,-0.205661803,0.936059833,0.58999753,0.284729958,0.257140577,0.578204632,0.395032674,692.0,4044457.0,0.00017109836994187353,17.109836994187354,1.571
65,Croatia,2014,5.380692482000001,9.920071602,0.645697773,68.30000305,0.518878043,0.130300209,0.917735159,0.59617871,0.285895109,0.15500845,0.5670263170000001,0.406689763,722.0,4030452.0,0.00017913623583657614,17.913623583657614,1.548
66,Croatia,2015,5.205438137,9.951515198,0.7683634159999999,68.40000153,0.6935230490000001,-0.09829261199999999,0.848545551,0.608886182,0.294019341,0.36486840200000004,0.573095977,0.330905855,739.0,4001669.0,0.00018467294521360962,18.467294521360962,1.55
67,Croatia,2016,5.416875362000001,9.98966217,0.798332155,69.0,0.671970546,-0.06632413,0.884059787,0.613685668,0.336541265,0.30339098,0.594130158,0.36719834799999995,683.0,3978183.0,0.00017168642065988417,17.16864206598842,1.633
68,Cyprus,2011,6.689608574,10.41007519,0.8436545129999999,72.54000092,0.745468855,0.174038678,0.8406764859999999,0.763074279,0.272299588,0.399997503,0.830783844,1.184861422,30.0,800820.0,3.746160185809545e-05,3.7461601858095452,2.013
69,Cyprus,2012,6.180507183,10.36377907,0.767177105,72.68000031,0.724629581,0.092312515,0.870691717,0.755316854,0.36863291299999995,0.3364124,0.828574777,1.218171597,36.0,814305.0,4.420947924917568e-05,4.420947924917568,1.957
70,Cyprus,2013,5.438952446,10.30492973,0.744032085,72.81999969,0.656267941,0.09589079800000001,0.8673104640000001,0.747811615,0.420258701,0.274080217,0.772084951,1.141525269,45.0,813016.0,5.534946421718638e-05,5.534946421718638,1.84
71,Cyprus,2014,5.627123833,10.30179977,0.770175993,72.95999908,0.715065658,0.053457368,0.868237555,0.7372841240000001,0.39717298700000003,0.24474032199999998,0.7859262229999999,1.098010421,44.0,804818.0,5.4670745435614016e-05,5.467074543561401,1.844
72,Cyprus,2015,5.439161301,10.32709026,0.769556105,73.09999847,0.62803483,0.108338967,0.892795146,0.746730089,0.38310641100000004,0.203454718,0.791189313,1.039629698,40.0,796037.0,5.0248920590374565e-05,5.024892059037456,1.924
73,Cyprus,2016,5.794618607,10.35237598,0.786438465,73.30000305,0.7562209959999999,-0.033245488999999996,0.897639513,0.742049396,0.336344689,0.333909512,0.825391352,0.8904638290000001,36.0,803022.0,4.483065221127192e-05,4.483065221127192,1.994
74,Czech Republic,2011,6.331490992999999,10.26804066,0.91351074,68.23999786,0.787180007,-0.10824278,0.949787855,0.600925982,0.252808869,0.206286699,1.065891027,0.877707362,1590.0,9906318.0,0.00016050363010757378,16.050363010757376,1.32
75,Czech Republic,2012,6.334149361000001,10.25861073,0.91242677,68.37999725,0.739808738,-0.155507952,0.956799686,0.609040797,0.256508142,0.169811338,1.012242913,0.825533271,1658.0,9923127.0,0.00016708442812432008,16.708442812432008,1.396
76,Czech Republic,2013,6.697655677999999,10.25343132,0.8880433440000001,68.51999664,0.725945652,-0.15745765,0.91589886,0.719957829,0.252652615,0.24254262399999998,1.034656048,0.8114690179999999,1577.0,9936780.0,0.0001587033224042396,15.87033224042396,1.404
77,Czech Republic,2014,6.4837298389999996,10.27916718,0.877915204,68.66000366,0.800421,-0.169764236,0.8968806859999999,0.6784069540000001,0.23522056600000002,0.339732826,1.008328915,0.885882437,1489.0,9963127.0,0.0001494510709338544,14.94510709338544,1.381
78,Czech Republic,2015,6.608017445,10.32893276,0.9113625879999999,68.80000305,0.8084841970000001,-0.147829607,0.8864674570000001,0.750773847,0.206080526,0.435425878,1.010938764,0.931855083,1387.0,9989325.0,0.00013884822047535744,13.884822047535744,1.341
79,Czech Republic,2016,6.735627173999999,10.3526144,0.930592895,69.30000305,0.8503282670000001,-0.199620038,0.900430739,0.755701959,0.201041639,0.415120721,1.000417948,0.9032307270000001,1318.0,10012831.0,0.00013163110413029044,13.163110413029043,1.36
80,Denmark,2011,7.78823185,10.70107079,0.961736143,70.62000275,0.9347601529999999,0.292957395,0.220043078,0.7694360020000001,0.174883381,0.471823335,1.325999975,2.083353519,589.0,5244150.0,0.00011231562789012519,11.231562789012518,1.289
